Source,Target,Type,Id,Label,Weight
Gente Vieja,"Sánchez y Rubio, Eduardo",Directed,7321,,17
Alpha,"Sánchez, Alberto",Directed,7322,,4
CULTURA,"Sánchez, Alberto",Directed,7323,,5
La Gruta,"Sánchez, Alberto",Directed,7324,,5
Revista Contemporánea,"Sánchez, Alberto",Directed,7325,,5
Revista Moderna. (Enciclopedia colombiana),"Sánchez, Alberto",Directed,7326,,1
Trofeos,"Sánchez, Alberto",Directed,7327,,4
La Bibliotéca,"Sánico, Francisco P.",Directed,7328,,1
El Repertorio. Revista Mensual Ilustrada,"Ségur, Eugène de",Directed,7329,,1
El Nuevo Mercurio,"Südfeld, Simon Maximilian",Directed,7330,,2
Germinal,"Südfeld, Simon Maximilian",Directed,7331,,1
Revista Azul,"Südfeld, Simon Maximilian",Directed,7332,,3
La Vida Literaria,"Tabas, A.",Directed,7333,,1
Lectura Amena,"Tablada, José Juan",Directed,7334,,2
Revista Azul,"Tablada, José Juan",Directed,7335,,11
Luz i Sombra,"Tablada, Luis de",Directed,7336,,4
La Vida Literaria,"Taboada, Luis",Directed,7337,,1
Luz i Sombra,"Taboada, Luis",Directed,7338,,1
Revista Azul,"Taboada, Luis",Directed,7339,,1
Revista Literaria. Publicación Mensual,"Taboada, Luis",Directed,7340,,3
CULTURA,"Tagore, Rabindranath",Directed,7341,,8
El Nuevo Mercurio,"Tailhade, Laurent",Directed,7342,,1
Gente Vieja,"Taine, Hippolyte",Directed,7343,,1
Revista Azul,"Taine, Hippolyte",Directed,7344,,8
Vida Nueva,"Taine, Hippolyte",Directed,7345,,1
Lectura Amena,"Talero Núñez, Eduardo",Directed,7346,,1
El Nuevo Mercurio,"Talero, Eduardo",Directed,7347,,2
El Nuevo Mercurio,"Tallet, Gabriel",Directed,7348,,1
Revista Literaria. Publicación Mensual,"Talleyrand, Charles Maurice de",Directed,7349,,1
Gente Vieja,Tamames,Directed,7350,,1
La Gruta,"Tamayo, Carlos",Directed,7351,,1
Alma Española,"Tapia, Luis de",Directed,7352,,14
Alma Española,"Tarkulyan, Bogos",Directed,7353,,1
Luz,"Tarling, C. T.",Directed,7354,,1
Luz,"Taslins, G. T.",Directed,7355,,1
Lectura Amena,"Taunay, Vizconde de",Directed,7356,,1
Revista Contemporánea,"Taunay, Vizconde de",Directed,7357,,1
CULTURA,"Tavera C., Rafael",Directed,7358,,1
Revista Nueva Spain,"Teixeira, Antonio",Directed,7359,,2
El Nuevo Mercurio,"Teja Zabre, Alfonso",Directed,7360,,1
Lectura Amena,"Tejada Córdoba, Benjamín",Directed,7361,,10
Lectura y Arte,"Tejada Córdoba, Benjamín",Directed,7362,,1
Revista Literaria. Publicación Mensual,"Tejada, Temístocles",Directed,7363,,1
Revista Azul,"Tejera, Diego Vicente",Directed,7364,,1
Revista Literaria. Publicación Mensual,"Tejera, Felipe",Directed,7365,,1
La Bibliotéca,"Tellechea, Francisco de",Directed,7366,,1
Luz i Sombra,Teloncillo,Directed,7367,,2
Lectura y Arte,"Tennyson, Alfred",Directed,7368,,1
Luz,"Terri, Jaume",Directed,7369,,1
La Bibliotéca,"Terry, José Antonio",Directed,7370,,4
La Gruta,"Terán, Luis María",Directed,7371,,1
Germinal,"Terán, Luis de",Directed,7372,,1
Helios,"Terán, Luis de",Directed,7373,,1
Vida Nueva,"Terán, Luis de",Directed,7374,,1
CULTURA,Teócrito,Directed,7375,,1
La Vida Literaria,"Th?????? H????, Thomas",Directed,7376,,1
Luz,"Thackeray, William Makepeace",Directed,7377,,1
El Montañés,"Thein, Max",Directed,7378,,2
Alma Española,"Thiers, Adolphe",Directed,7379,,1
Luz,"Thiriet, Henry",Directed,7380,,1
Revista Azul,"Thivars, Michel",Directed,7381,,1
Luz i Sombra,"Thomson Ortiz, Manuel",Directed,7382,,9
Renacimiento,"Thoreau, Henry David",Directed,7383,,1
Revista Azul,"Théuriet, André",Directed,7384,,2
Luz i Sombra,"Tinseau, Léon de",Directed,7385,,1
Revista Literaria. Publicación Mensual,"Tinseau, Léon de",Directed,7386,,1
Revista Contemporánea,"Tirado Macías, Ricardo",Directed,7387,,1
La Vida Literaria,"Tiziano, Vecellio",Directed,7388,,2
Germinal,"Tobar, Alfonso",Directed,7389,,1
La Vida Literaria,"Tobar, Alfonso",Directed,7390,,1
Revista Literaria. Publicación Mensual,"Tobar, Alfonso",Directed,7391,,1
El Montañés,"Tobón Mejía, Marco",Directed,7392,,7
Lectura y Arte,"Tobón Mejía, Marco",Directed,7393,,50
Revista Literaria. Publicación Mensual,"Toché, Raoul",Directed,7394,,1
Revista Nueva Spain,"Tolosa Latour, Manuel",Directed,7395,,1
Germinal,"Tolstoj, Lev Nikolaevic",Directed,7396,,2
Luz,"Tolstoj, Lev Nikolaevic",Directed,7397,,2
Revista Azul,"Tolstoj, Lev Nikolaevic",Directed,7398,,5
Lectura Amena,"Tolstói, Lev Nikoláievich",Directed,7399,,1
Revista Literaria. Publicación Mensual,"Tolstói, Lev Nikoláievich",Directed,7400,,2
Gente Vieja,"Tomás Salvany, Juan",Directed,7401,,1
Revista Azul,"Tondreau, N.",Directed,7402,,1
Luz,"Torent, Evelio",Directed,7403,,2
La Vida Literaria,Toribio Marina,Directed,7404,,1
Helios,"Tornor, F. M.",Directed,7405,,1
Revista Azul,"Toro, Luis del",Directed,7406,,4
Arte Joven,"Torras, J.",Directed,7407,,1
La Vida Literaria,"Torre López, Antonio de la",Directed,7408,,3
El Nuevo Mercurio,"Torre, Francisco de la",Directed,7409,,1
Revista Nueva Spain,"Torrecilla, Valentín",Directed,7410,,1
CULTURA,"Torres Durán, Carlos",Directed,7411,,1
CULTURA,"Torres Méndez, Ramón",Directed,7412,,1
CULTURA,"Torres Pinzón, Carlos A.",Directed,7413,,6
Revista Azul,"Torres Torija, Manuel",Directed,7414,,4
CULTURA,"Torres Umaña, Calixto",Directed,7415,,2
El Nuevo Mercurio,"Torres, Carlos Arturo",Directed,7416,,2
Helios,"Torres, Carlos Arturo",Directed,7417,,1
La Gruta,"Torres, Carlos Arturo",Directed,7418,,1
Revista Literaria. Publicación Mensual,"Torres, Carlos Arturo",Directed,7419,,1
Trofeos,"Torres, Carlos Arturo",Directed,7420,,2
La Vida Literaria,"Torres-García, Joaquín",Directed,7421,,6
Revista Contemporánea,"Toudouze, Georges-Gustave",Directed,7422,,1
El Nuevo Mercurio,"Toulet, Paul-Jean",Directed,7423,,1
Luz,"Toussaint, René-Jean",Directed,7424,,1
Revista Azul,"Toussaint, René-Jean",Directed,7425,,10
Alma Española,"Tovar, Manuel",Directed,7426,,6
Revista Azul,"Trejo, Joaquín",Directed,7427,,2
La Bohemia Alegre,"Trespalacios, Jesús María",Directed,7428,,1
Alpha,"Triana, Miguel",Directed,7429,,2
CULTURA,"Triana, Miguel",Directed,7430,,1
El Repertorio. Revista Mensual Ilustrada,"Triana, Miguel",Directed,7431,,2
Germinal,"Trigo, Felipe",Directed,7432,,2
Revista Nueva Spain,"Trigo, Felipe",Directed,7433,,2
Vida Nueva,"Trigo, Felipe",Directed,7434,,2
Alma Española,"Trilles, Miguel Ángel",Directed,7435,,3
La Vida Literaria,"Trilles, Ramón",Directed,7436,,1
Alma Española,"Tronchet, Guillaume",Directed,7437,,2
Revista Azul,"Troyo, Rafael Ángel",Directed,7438,,1
Gente Vieja,"Tubau, María",Directed,7439,,1
Luz i Sombra,"Turcios, Froylán",Directed,7440,,11
Revista Azul,"Turcios, Froylán",Directed,7441,,4
Revista Nueva Spain,"Turcios, Froylán",Directed,7442,,1
El Repertorio. Revista Mensual Ilustrada,"Turgenev, Ivan",Directed,7443,,1
Germinal,"Turgenev, Ivan",Directed,7444,,1
Panida,"Turgenev, Ivan",Directed,7445,,1
Revista Azul,"Turgenev, Ivan",Directed,7446,,11
Instantáneas,Turista,Directed,7447,,2
El Nuevo Mercurio,"Turot, Henri",Directed,7448,,1
Lectura y Arte,"Twain, Marc",Directed,7449,,1
La Vida Literaria,"Twain, Mark",Directed,7450,,1
Instantáneas,Tío Grulo,Directed,7451,,5
Gente Vieja,"Ubeda Correal, José",Directed,7452,,1
Gente Vieja,"Ugarte, Javier",Directed,7453,,3
El Nuevo Mercurio,"Ugarte, Manuel",Directed,7454,,2
Gente Vieja,"Ugarte, Manuel",Directed,7455,,2
Lectura Amena,"Ugarte, Manuel",Directed,7456,,2
Luz i Sombra,"Ugarte, Manuel",Directed,7457,,2
Helios,"Ugarte, Miguel",Directed,7458,,4
Luz,"Uhland, Ludwig",Directed,7459,,1
Revista Azul,"Uhrbach, Carlos Pío",Directed,7460,,5
Revista Azul,"Uhrbach, Federico",Directed,7461,,3
Gente Vieja,Un Macero del Congreso,Directed,7462,,18
Gente Vieja,Un chico de la escuela,Directed,7463,,1
Germinal,Un dependiente,Directed,7464,,2
Germinal,Un entrometido,Directed,7465,,1
Gente Vieja,Un manolo viejo,Directed,7466,,1
Gente Vieja,Un pintor de brocha,Directed,7467,,4
Alma Española,Un prójimo,Directed,7468,,1
Germinal,Un republicano socialista,Directed,7469,,1
Gente Vieja,Un viejo,Directed,7470,,1
Gente Vieja,Un viejo conservador,Directed,7471,,1
Alma Española,"Unamuno, Miguel de",Directed,7472,,3
Alpha,"Unamuno, Miguel de",Directed,7473,,1
Arte Joven,"Unamuno, Miguel de",Directed,7474,,6
El Nuevo Mercurio,"Unamuno, Miguel de",Directed,7475,,8
Helios,"Unamuno, Miguel de",Directed,7476,,1
La Vida Literaria,"Unamuno, Miguel de",Directed,7477,,5
Lectura Amena,"Unamuno, Miguel de",Directed,7478,,1
Renacimiento,"Unamuno, Miguel de",Directed,7479,,4
Revista Nueva Spain,"Unamuno, Miguel de",Directed,7480,,18
Vida Nueva,"Unamuno, Miguel de",Directed,7481,,3
Alma Española,"Unceta y López, Marcelino de",Directed,7482,,2
Germinal,"Unceta y López, Marcelino de",Directed,7483,,1
Alma Española,"Unciti, F. M.",Directed,7484,,1
Instantáneas,"Undurraga, Agustín",Directed,7485,,2
Vida Nueva,Uno de Daimiel,Directed,7486,,1
Gente Vieja,Uno que fue amigo de Barrutia,Directed,7487,,38
Alma Española,"Urales, Federico",Directed,7488,,2
La Vida Literaria,"Urales, Federico",Directed,7489,,4
Revista Azul,"Urbaneja Achelpohl, Luis M.",Directed,7490,,3
Gente Vieja,"Urbano, Rafael",Directed,7491,,1
Helios,"Urbano, Rafael",Directed,7492,,1
Renacimiento,"Urbano, Rafael",Directed,7493,,2
Revista Azul,"Urbina, Luis G.",Directed,7494,,21
Revista Nueva Spain,"Urbina, Luis G.",Directed,7495,,2
Revista Moderna. (Enciclopedia colombiana),"Urdaneta Ramos, Alfredo",Directed,7496,,1
CULTURA,"Urdaneta, Alberto",Directed,7497,,1
Luz i Sombra,"Ureña, Daniel",Directed,7498,,1
CULTURA,"Uribe Arango, Marcelino",Directed,7499,,1
Alpha,"Uribe Gómez, Pedro",Directed,7500,,4
Revista Contemporánea,"Uribe Holguín, Guillermo",Directed,7501,,1
Trofeos,"Uribe Holguín, Guillermo",Directed,7502,,1
Lectura Amena,"Uribe Mejía, Francisco Antonio",Directed,7503,,1
Lectura Amena,"Uribe Uribe, Rafael",Directed,7504,,1
Alpha,"Uribe Ángel, Manuel",Directed,7505,,1
El Montañés,"Uribe Ángel, Manuel",Directed,7506,,2
El Repertorio. Revista Mensual Ilustrada,"Uribe Ángel, Manuel",Directed,7507,,1
Revista Literaria. Publicación Mensual,"Uribe Ángel, Manuel",Directed,7508,,10
Revista Moderna. (Enciclopedia colombiana),"Uribe Ángel, Manuel",Directed,7509,,1
Alpha,"Uribe, Basiliso",Directed,7510,,1
Alpha,"Uribe, Diego",Directed,7511,,1
La Gruta,"Uribe, Diego",Directed,7512,,2
Revista Azul,"Uribe, Diego",Directed,7513,,1
Revista Contemporánea,"Uribe, Diego",Directed,7514,,1
Revista Literaria. Publicación Mensual,"Uribe, Diego",Directed,7515,,1
Revista Moderna. (Enciclopedia colombiana),"Uribe, Diego",Directed,7516,,1
Trofeos,"Uribe, Diego",Directed,7517,,4
Lectura Amena,"Uribe, Gustavo",Directed,7518,,1
Alpha,"Uribe, Joaquín Antonio",Directed,7519,,2
Lectura Amena,"Uribe, Martín",Directed,7520,,1
Lectura Amena,"Urrecha, Federico",Directed,7521,,1
Revista Azul,"Urrecha, Federico",Directed,7522,,1
CULTURA,"Urrutia, Francisco José",Directed,7523,,1
Revista Moderna. (Enciclopedia colombiana),"Urrutia, Francisco José",Directed,7524,,2
Revista Azul,"Urueta, Jesús",Directed,7525,,10
Luz i Sombra,"Urzúa S., F. Javier",Directed,7526,,1
Alma Española,"Usera y Sánchez, Marcelo de",Directed,7527,,1
Luz,"Utrillo, Miguel",Directed,7528,,3
Vida Nueva,V.,Directed,7529,,1
Vida Nueva,V. V.,Directed,7530,,1
Revista Literaria. Publicación Mensual,"Vaca, Vicente",Directed,7531,,2
Instantáneas,Vafri,Directed,7532,,1
Instantáneas,"Val, Luis de",Directed,7533,,1
Gente Vieja,"Valbuena Valverde, Francisco",Directed,7534,,1
Revista Azul,"Valbuena, Antonio de",Directed,7535,,1
Alpha,"Valcarce García, Javier",Directed,7536,,1
Gente Vieja,"Valcárcel Romeu, Manuel",Directed,7537,,23
Revista Azul,"Valderrama, Felipe",Directed,7538,,2
Trofeos,"Valderrama, Felipe",Directed,7539,,10
Revista Azul,"Valdivia, Aniceto",Directed,7540,,5
Germinal,"Valdivieso, Dio Armando",Directed,7541,,1
La Vida Literaria,"Valdés, Julio César",Directed,7542,,1
La Gruta,"Valencia, Francisco",Directed,7543,,7
Lectura Amena,"Valencia, Francisco",Directed,7544,,3
Revista Contemporánea,"Valencia, Francisco",Directed,7545,,6
Trofeos,"Valencia, Francisco",Directed,7546,,4
Lectura Amena,"Valencia, Guillermo",Directed,7547,,3
Panida,"Valencia, Guillermo",Directed,7548,,1
Revista Contemporánea,"Valencia, Guillermo",Directed,7549,,2
CULTURA,"Valencia, Miguel Santiago",Directed,7550,,4
Germinal,"Valentí Camp, Santiago",Directed,7551,,7
El Nuevo Mercurio,"Valentí, Rubén",Directed,7552,,1
Instantáneas,"Valenzuela Llanos, Alberto",Directed,7553,,1
Luz i Sombra,"Valenzuela Olivos, Eduardo",Directed,7554,,4
Instantáneas,"Valenzuela Puelma, Alfredo",Directed,7555,,2
El Nuevo Mercurio,"Valenzuela, Benigno",Directed,7556,,1
Revista Moderna. (Enciclopedia colombiana),"Valenzuela, Eduardo",Directed,7557,,1
El Nuevo Mercurio,"Valenzuela, Emilio",Directed,7558,,1
El Nuevo Mercurio,"Valenzuela, Jesús E.",Directed,7559,,1
Revista Azul,"Valenzuela, Jesús E.",Directed,7560,,15
Revista Literaria. Publicación Mensual,"Valenzuela, Teodoro",Directed,7561,,1
Helios,"Valera, Juan",Directed,7562,,1
La Vida Literaria,"Valera, Juan",Directed,7563,,1
Renacimiento,"Valera, Juan",Directed,7564,,1
Revista Azul,"Valera, Juan",Directed,7565,,5
Helios,"Valera, Luis",Directed,7566,,1
Gente Vieja,"Valero Martín, Alberto",Directed,7567,,14
Gente Vieja,"Valero Martín, Gonzalo",Directed,7568,,1
Gente Vieja,"Valero Martín, Juan",Directed,7569,,1
Gente Vieja,"Valero Martín, Luis",Directed,7570,,1
Gente Vieja,"Valero de Tornos, Juan",Directed,7571,,135
Arte Joven,"Valladar, Francisco de Paula",Directed,7572,,1
Gente Vieja,"Valladar, Francisco de Paula",Directed,7573,,1
Alma Española,Valle,Directed,7574,,1
Germinal,"Valle, Adrián del",Directed,7575,,4
Revista Azul,"Valle, Bolivia",Directed,7576,,1
Revista Azul,"Valle, Eduardo del",Directed,7577,,1
Alma Española,"Valle-Inclán, Ramón del",Directed,7578,,1
Germinal,"Valle-Inclán, Ramón del",Directed,7579,,1
La Vida Literaria,"Valle-Inclán, Ramón del",Directed,7580,,2
Lectura Amena,"Valle-Inclán, Ramón del",Directed,7581,,2
Panida,"Valle-Inclán, Ramón del",Directed,7582,,1
Revista Nueva Spain,"Valle-Inclán, Ramón del",Directed,7583,,4
Gente Vieja,"Vallejo, Francisco Luis de",Directed,7584,,1
Gente Vieja,"Vallejo, Juan",Directed,7585,,2
Gente Vieja,"Vallejo, Mariano",Directed,7586,,17
Helios,"Vallette-Eymery, Marguerite",Directed,7587,,1
Alpha,"Vallés, L.",Directed,7588,,1
Gente Vieja,"Vallés, Leopoldo",Directed,7589,,2
Luz,"Van Rysselberghe, Théo",Directed,7590,,1
La Habana Literaria,"Vandine, Mary E.",Directed,7591,,1
Luz i Sombra,"Varas Espinosa, Manuel J.",Directed,7592,,1
Vida Nueva,"Varela, Aurelio",Directed,7593,,1
La Gruta,"Vargas Tamayo, Roberto",Directed,7594,,3
El Nuevo Mercurio,"Vargas Vila, José María",Directed,7595,,2
Lectura Amena,"Vargas Vila, José María",Directed,7596,,1
Panida,"Vargas Vila, José María",Directed,7597,,1
Revista Azul,"Vargas Vila, José María",Directed,7598,,1
Alpha,"Vargas, Justo",Directed,7599,,1
Revista Literaria. Publicación Mensual,"Varigny, Charles Victor Crosnier",Directed,7600,,1
Revista Azul,"Varona Murias, Francisco",Directed,7601,,1
La Habana Literaria,"Varona, Enrique José",Directed,7602,,2
Panida,"Vasco, Eduardo",Directed,7603,,7
La Vida Literaria,"Vaso, José G.",Directed,7604,,1
La Bibliotéca,"Vedia, Agustín de",Directed,7605,,1
Revista Azul,"Vega Serrano, José de la",Directed,7606,,1
Vida Nueva,"Vega y Carrasco, Angel de la",Directed,7607,,1
La Gruta,"Vega, Alejandro",Directed,7608,,6
La Vida Literaria,"Vega, Enrique de la",Directed,7609,,1
Gente Vieja,"Vega, Lope de",Directed,7610,,2
Revista Azul,"Vega, Lope de",Directed,7611,,1
Gente Vieja,"Vega, Ricardo de la",Directed,7612,,8
Revista Azul,"Vega, Ricardo de la",Directed,7613,,1
El Nuevo Mercurio,"Vegue y Goldoni, Ángel",Directed,7614,,4
Gente Vieja,"Velao Collado, Darío",Directed,7615,,2
La Vida Literaria,"Velarde, J.",Directed,7616,,1
Luz i Sombra,"Velarde, Samuel",Directed,7617,,2
El Nuevo Mercurio,"Velasco, José",Directed,7618,,1
La Bibliotéca,"Velasco, Manuel de",Directed,7619,,1
Lectura y Arte,"Velilla Yepes, Samuel",Directed,7620,,1
El Montañés,"Velásquez Botero, Samuel",Directed,7621,,6
Lectura y Arte,"Velásquez Botero, Samuel",Directed,7622,,1
Trofeos,"Velásquez Botero, Samuel",Directed,7623,,1
Alpha,"Velásquez García, José",Directed,7624,,5
El Repertorio. Revista Mensual Ilustrada,"Velásquez García, José",Directed,7625,,6
La Bohemia Alegre,"Velásquez García, José",Directed,7626,,9
Lectura Amena,"Velásquez García, José",Directed,7627,,10
Lectura y Arte,"Velásquez García, José",Directed,7628,,2
Revista Contemporánea,"Velásquez García, José",Directed,7629,,1
Alpha,"Velásquez, Edmundo",Directed,7630,,3
Trofeos,"Velásquez, Edmundo",Directed,7631,,1
El Nuevo Mercurio,"Velásquez, Miguel A.",Directed,7632,,1
Lectura Amena,"Velázquez, Alejandro",Directed,7633,,1
Alma Española,"Velázquez, Diego",Directed,7634,,1
Germinal,"Velázquez, Diego",Directed,7635,,2
Helios,"Velázquez, Samuel",Directed,7636,,1
Gente Vieja,"Ventura, Arturo",Directed,7637,,1
Alma Española,"Vera, Vicente",Directed,7638,,1
Revista Literaria. Publicación Mensual,"Verbrugghe, George",Directed,7639,,2
Revista Literaria. Publicación Mensual,"Verbrugghe, Louis Emile",Directed,7640,,2
Arte Joven,"Verdaguer, Jacint",Directed,7641,,1
Gente Vieja,"Verdaguer, Jacint",Directed,7642,,1
Helios,"Verdaguer, Jacint",Directed,7643,,1
La Vida Literaria,"Verdaguer, Jacint",Directed,7644,,1
Germinal,"Verdes Montenegro y Montóro, José",Directed,7645,,5
Vida Nueva,"Verdes Montenegro, José",Directed,7646,,5
Gente Vieja,"Verdi, Napoleón R.",Directed,7647,,1
Alma Española,"Verdugo Landi, Francisco",Directed,7648,,9
La Vida Literaria,"Verdugo Landi, Ricardo",Directed,7649,,5
Gente Vieja,"Verdugo, B. G.",Directed,7650,,1
Luz i Sombra,"Verdugo, F.",Directed,7651,,2
Germinal,"Vereas, J.",Directed,7652,,1
Luz i Sombra,"Vergara Osses, Ulises",Directed,7653,,1
Revista Moderna. (Enciclopedia colombiana),"Vergara y Vergara, José María",Directed,7654,,1
El Nuevo Mercurio,"Verhaeren, Émile",Directed,7655,,1
Luz,"Verhaeren, Émile",Directed,7656,,5
Revista Moderna. (Enciclopedia colombiana),"Verhaeren, Émile",Directed,7657,,1
Helios,"Verlaine, Paul",Directed,7658,,4
Luz,"Verlaine, Paul",Directed,7659,,4
Luz i Sombra,"Verlaine, Paul",Directed,7660,,2
Renacimiento,"Verlaine, Paul",Directed,7661,,4
Revista Azul,"Verlaine, Paul",Directed,7662,,3
Revista Azul,"Vermay y Mantilla, J.",Directed,7663,,1
Trofeos,"Vermersch, R. Santa María",Directed,7664,,3
Luz,"Vicaire, Gabriel",Directed,7665,,1
Gente Vieja,"Vicen, Jerónimo",Directed,7666,,1
Gente Vieja,"Vicent, José",Directed,7667,,1
Revista Nueva Spain,Vicente Casanova y Marzol,Directed,7668,,1
Gente Vieja,"Vicenti, Alfredo",Directed,7669,,1
El Repertorio. Revista Mensual Ilustrada,"Vidal Pacheco, Gonzalo",Directed,7670,,3
La Bohemia Alegre,"Vidal Pacheco, Gonzalo",Directed,7671,,1
Gente Vieja,"Vidal y Careta, Francisco",Directed,7672,,2
Lectura y Arte,"Vidal, Enrique",Directed,7673,,3
Alma Española,"Vidal, Fabián",Directed,7674,,3
El Montañés,"Vidal, Gonzalo",Directed,7675,,3
Lectura y Arte,"Vidal, Gonzalo",Directed,7676,,2
La Vida Literaria,"Vielé-Griffin, Francis",Directed,7677,,1
CULTURA,"Vila, Pablo",Directed,7678,,2
Germinal,"Viladot, Onofre",Directed,7679,,2
Lectura y Arte,"Vilgio, Leo",Directed,7680,,1
Panida,"Villa Carrasquilla, Jorge",Directed,7681,,6
Panida,"Villa López, Francisco",Directed,7682,,3
Revista Literaria. Publicación Mensual,"Villa Vélez, Eduardo",Directed,7683,,2
Germinal,"Villaespesa, Francisco",Directed,7684,,2
Panida,"Villaespesa, Francisco",Directed,7685,,2
Renacimiento,"Villaespesa, Francisco",Directed,7686,,3
Revista Nueva Spain,"Villaespesa, Francisco",Directed,7687,,2
La Gruta,"Villafañe, Carlos",Directed,7688,,6
Trofeos,"Villafañe, Carlos",Directed,7689,,3
Alma Española,"Villahermosa y Borao, Pedro Antonio",Directed,7690,,4
Germinal,Villalba,Directed,7691,,2
El Nuevo Mercurio,"Villalpando, Jesús",Directed,7692,,1
Revista Literaria. Publicación Mensual,"Villamartín, Isabel de",Directed,7693,,1
Gente Vieja,"Villanueva y Gómez, Miguel",Directed,7694,,1
Alma Española,"Villar Besada, Cesáreo del",Directed,7695,,23
La Vida Literaria,"Villar Besada, Cesáreo del",Directed,7696,,7
Lectura Amena,"Villegas Arango, Alfonso",Directed,7697,,1
Alpha,"Villegas, Aquilino",Directed,7698,,2
Lectura Amena,"Villegas, Aquilino",Directed,7699,,2
Lectura y Arte,"Villegas, Aquilino",Directed,7700,,1
Panida,"Villegas, Aquilino",Directed,7701,,1
Germinal,"Villegas, José",Directed,7702,,1
Alpha,"Villegas, Luis Eduardo",Directed,7703,,3
Lectura Amena,"Villegas, Luis Eduardo",Directed,7704,,1
Revista Contemporánea,"Villegas, Luis Eduardo",Directed,7705,,1
La Gruta,"Villegas, Marco A.",Directed,7706,,1
