Source,Target,Type,Id,Label,Weight
Gente Vieja,"Lucretius Carus, Titus",Directed,5873,,1
Revista Azul,"Lucretius Carus, Titus",Directed,5874,,1
Instantáneas,"Lugo, Francisco Aniceto",Directed,5875,,2
Lectura y Arte,"Lugo, Silvio",Directed,5876,,1
La Bibliotéca,"Lugones, Leopoldo",Directed,5877,,3
Revista Moderna. (Enciclopedia colombiana),"Lugones, Leopoldo",Directed,5878,,1
Revista Nueva Spain,"Lugones, Leopoldo",Directed,5879,,1
Vida Nueva,Luigi,Directed,5880,,3
Luz i Sombra,Luis,Directed,5881,,1
Germinal,"Luna, Adolfo",Directed,5882,,2
La Vida Literaria,"Luna, Adolfo",Directed,5883,,1
Gente Vieja,"Lustonó, Eduardo de",Directed,5884,,19
La Vida Literaria,"Lustonó, Eduardo de",Directed,5885,,1
Luz i Sombra,"Lynch del Solar, Enrique",Directed,5886,,3
Instantáneas,"Lynch, Albert",Directed,5887,,1
Luz,"Lynch, Albert",Directed,5888,,1
Germinal,"Látigo, Tomás",Directed,5889,,1
Luz i Sombra,"Lémus N., Alberto",Directed,5890,,1
Gente Vieja,"Lévy, Arthur",Directed,5891,,1
Alma Española,"López Ballesteros, Luis",Directed,5892,,1
Gente Vieja,"López Cabarros, Manuel",Directed,5893,,1
Revista Azul,"López Carvajal, Francisco",Directed,5894,,5
Alma Española,"López Domínguez, José",Directed,5895,,1
Gente Vieja,"López Domínguez, José",Directed,5896,,2
Revista Literaria. Publicación Mensual,"López Iriarte, E.",Directed,5897,,1
El Montañés,"López Lapuya, Isidoro",Directed,5898,,1
Germinal,"López Lapuya, Isidoro",Directed,5899,,13
La Vida Literaria,"López Lapuya, Isidoro",Directed,5900,,5
La Vida Literaria,"López Montenegro, Ramón",Directed,5901,,1
Gente Vieja,"López Muñoz, Antonio",Directed,5902,,1
Revista Azul,"López Penha, Abraham Z.",Directed,5903,,8
La Bohemia Alegre,"López Penha, Abraham Zacarías",Directed,5904,,1
Alma Española,"López Pinillos, José",Directed,5905,,1
Revista Azul,"López Portillo y Rojas, José",Directed,5906,,1
Gente Vieja,"López Puigcerver, Joaquín",Directed,5907,,2
Gente Vieja,"López Silva, José",Directed,5908,,1
Gente Vieja,"López de Ayala, Adelardo",Directed,5909,,2
Germinal,"López de Ayala, Adelardo",Directed,5910,,1
El Nuevo Mercurio,"López de Haro, Rafael",Directed,5911,,1
CULTURA,"López de Mesa, Luis",Directed,5912,,36
Vida Nueva,"López de Sáa, Leopoldo",Directed,5913,,1
Alpha,"López, Alejandro",Directed,5914,,2
El Montañés,"López, Alejandro",Directed,5915,,1
Revista Azul,"López, Carlos",Directed,5916,,2
Instantáneas,"López, Deuteronomio",Directed,5917,,1
CULTURA,"López, Ismael",Directed,5918,,2
La Gruta,"López, Ismael",Directed,5919,,10
Revista Contemporánea,"López, Ismael",Directed,5920,,2
Revista Moderna. (Enciclopedia colombiana),"López, Ismael",Directed,5921,,5
Trofeos,"López, Ismael",Directed,5922,,19
Vida Nueva,"López, José María",Directed,5923,,2
La Bibliotéca,"López, Lucio Vicente",Directed,5924,,3
Arte Joven,"López, Nicolás María",Directed,5925,,1
La Vida Literaria,"López, Nicolás María",Directed,5926,,1
El Nuevo Mercurio,"López, Rafael",Directed,5927,,1
La Gruta,"López, Samuel",Directed,5928,,1
Gente Vieja,"López-Chávarri, Eduard",Directed,5929,,2
Renacimiento,"López-Chávarri, Eduard",Directed,5930,,1
Helios,"López-Roberts, Mauricio",Directed,5931,,11
Gente Vieja,M.,Directed,5932,,1
Germinal,M.,Directed,5933,,2
Vida Nueva,M.,Directed,5934,,1
Gente Vieja,M. B.,Directed,5935,,1
La Vida Literaria,M. P.,Directed,5936,,1
Gente Vieja,M. de M.,Directed,5937,,1
Vida Nueva,"M., C.",Directed,5938,,1
Alma Española,"Mabire, Pierre-Hippolyte",Directed,5939,,1
Alma Española,"MacNeil, Hermon Atkins",Directed,5940,,1
Luz,"Macdougall, William Brown",Directed,5941,,3
Germinal,"Maceín, Francisco",Directed,5942,,30
Alma Española,"Machado, Antonio",Directed,5943,,3
El Nuevo Mercurio,"Machado, Antonio",Directed,5944,,1
Helios,"Machado, Antonio",Directed,5945,,13
Renacimiento,"Machado, Antonio",Directed,5946,,5
Trofeos,"Machado, Gonzalo",Directed,5947,,1
Alma Española,"Machado, Manuel",Directed,5948,,3
El Nuevo Mercurio,"Machado, Manuel",Directed,5949,,2
Helios,"Machado, Manuel",Directed,5950,,13
La Vida Literaria,"Machado, Manuel",Directed,5951,,1
Lectura y Arte,"Machado, Manuel",Directed,5952,,2
Panida,"Machado, Manuel",Directed,5953,,1
Renacimiento,"Machado, Manuel",Directed,5954,,4
Germinal,"Macpherson, F.",Directed,5955,,1
Germinal,"Macpherson, M. A.",Directed,5956,,1
Gente Vieja,"Madariaga, Federico de",Directed,5957,,6
Gente Vieja,"Madrid y Madrid, Juan",Directed,5958,,1
La Vida Literaria,Maese Pedro,Directed,5959,,6
Alpha,"Maeterlinck, Maurice",Directed,5960,,3
CULTURA,"Maeterlinck, Maurice",Directed,5961,,1
Helios,"Maeterlinck, Maurice",Directed,5962,,1
Renacimiento,"Maeterlinck, Maurice",Directed,5963,,1
Alma Española,"Maeztu, Ramiro de",Directed,5964,,14
El Nuevo Mercurio,"Maeztu, Ramiro de",Directed,5965,,1
Germinal,"Maeztu, Ramiro de",Directed,5966,,16
La Vida Literaria,"Maeztu, Ramiro de",Directed,5967,,1
Revista Nueva Spain,"Maeztu, Ramiro de",Directed,5968,,8
Vida Nueva,"Maeztu, Ramiro de",Directed,5969,,2
Instantáneas,"Magallanes Moure, Manuel",Directed,5970,,1
Revista Contemporánea,"Magallanes Moure, Manuel",Directed,5971,,1
Gente Vieja,"Magenis, Ramón",Directed,5972,,1
Revista Azul,"Mailly, Louis de",Directed,5973,,2
Revista Moderna. (Enciclopedia colombiana),"Maizeroy, René",Directed,5974,,2
Germinal,"Malatesta, Errico",Directed,5975,,1
Germinal,"Maldonado, Enrique",Directed,5976,,4
Revista Literaria. Publicación Mensual,"Mallarino, Julio D.",Directed,5977,,1
Panida,"Mallarmé, Stéphane",Directed,5978,,1
Renacimiento,"Mallarmé, Stéphane",Directed,5979,,1
Revista Contemporánea,"Mallarmé, Stéphane",Directed,5980,,1
Germinal,"Malon, Benoît",Directed,5981,,1
Gente Vieja,Malvina,Directed,5982,,1
Gente Vieja,"Mancheño y Olivares, Miguel",Directed,5983,,8
Alma Española,"Manrique de Lara, Manuel",Directed,5984,,1
Revista Contemporánea,"Manrique, Juan E.",Directed,5985,,1
La Gruta,"Manrique, Pedro Carlos",Directed,5986,,1
La Bibliotéca,"Mansilla, Lucio Victorio",Directed,5987,,2
Germinal,"Mantegazza, Paolo",Directed,5988,,1
La Vida Literaria,"Mantegazza, Paolo",Directed,5989,,4
Alma Española,"Maragall, Joan",Directed,5990,,1
Luz,"Maragall, Joan",Directed,5991,,1
Renacimiento,"Maragall, Joan",Directed,5992,,4
Alpha,"Maragall, Juan",Directed,5993,,1
Germinal,"Marat, Jean-Paul",Directed,5994,,1
La Vida Literaria,"Marbán, José",Directed,5995,,1
Alma Española,"Marcoartu Goicoechea, Macario",Directed,5996,,3
Gente Vieja,Marcos,Directed,5997,,1
El Nuevo Mercurio,"Margueritte, Paul",Directed,5998,,2
Revista Azul,"Margueritte, Paul",Directed,5999,,3
El Nuevo Mercurio,"Margueritte, Victor",Directed,6000,,1
Gente Vieja,"Marinas, A.",Directed,6001,,1
El Nuevo Mercurio,"Marinetti, Filippo Tommaso",Directed,6002,,2
Germinal,"Mario, F.",Directed,6003,,1
Gente Vieja,"Marni, J.",Directed,6004,,1
Germinal,"Maroto, Rafael",Directed,6005,,1
Alma Española,"Marquina, Eduardo",Directed,6006,,1
Alpha,"Marquina, Eduardo",Directed,6007,,1
Lectura Amena,"Marquina, Eduardo",Directed,6008,,1
Luz,"Marquina, Eduardo",Directed,6009,,7
Panida,"Marquina, Eduardo",Directed,6010,,1
Renacimiento,"Marquina, Eduardo",Directed,6011,,10
Revista Literaria. Publicación Mensual,"Marquina, Pedro",Directed,6012,,1
Germinal,Marqués viudo de Santa Marta,Directed,6013,,1
Revista Literaria. Publicación Mensual,"Marroquín, José Manuel",Directed,6014,,2
La Vida Literaria,"Martel, Julián",Directed,6015,,1
La Bohemia Alegre,"Martel, L.",Directed,6016,,1
La Bibliotéca,"Martini, Rómulo E.",Directed,6017,,1
Revista Azul,"Martí, José",Directed,6018,,7
Instantáneas,Martín,Directed,6019,,2
Revista Nueva Spain,"Martín Llorente, Francisco",Directed,6020,,5
Revista Literaria. Publicación Mensual,"Martín Mateos, Nicomedes",Directed,6021,,1
Gente Vieja,"Martín Mínguez, Bernardino",Directed,6022,,12
Instantáneas,"Martín, José",Directed,6023,,1
Gente Vieja,"Martín, Juan",Directed,6024,,1
Gente Vieja,"Martín, Melitón",Directed,6025,,21
Germinal,"Martínez Espada, M.",Directed,6026,,1
La Vida Literaria,"Martínez Espada, Manuel",Directed,6027,,14
El Nuevo Mercurio,"Martínez Jerez, José",Directed,6028,,4
Luz i Sombra,"Martínez Luján, Domingo",Directed,6029,,1
Revista Azul,"Martínez Luján, Domingo",Directed,6030,,1
Gente Vieja,"Martínez Peralta, Augusto",Directed,6031,,1
Luz i Sombra,"Martínez R., L.",Directed,6032,,2
Trofeos,"Martínez Rivas, Federico",Directed,6033,,1
Revista Azul,"Martínez Rubio, Rafael",Directed,6034,,21
Alma Española,"Martínez Ruiz, José",Directed,6035,,19
Arte Joven,"Martínez Ruiz, José",Directed,6036,,4
CULTURA,"Martínez Ruiz, José",Directed,6037,,1
Helios,"Martínez Ruiz, José",Directed,6038,,3
Panida,"Martínez Ruiz, José",Directed,6039,,3
Renacimiento,"Martínez Ruiz, José",Directed,6040,,3
Revista Moderna. (Enciclopedia colombiana),"Martínez Ruiz, José",Directed,6041,,1
Revista Nueva Spain,"Martínez Ruiz, José",Directed,6042,,2
Alma Española,"Martínez Sierra, Gregorio",Directed,6043,,10
Alpha,"Martínez Sierra, Gregorio",Directed,6044,,2
El Nuevo Mercurio,"Martínez Sierra, Gregorio",Directed,6045,,1
Helios,"Martínez Sierra, Gregorio",Directed,6046,,17
La Vida Literaria,"Martínez Sierra, Gregorio",Directed,6047,,10
Lectura Amena,"Martínez Sierra, Gregorio",Directed,6048,,2
Lectura y Arte,"Martínez Sierra, Gregorio",Directed,6049,,2
Renacimiento,"Martínez Sierra, Gregorio",Directed,6050,,22
Revista Contemporánea,"Martínez Sierra, Gregorio",Directed,6051,,2
Revista Nueva Spain,"Martínez Sierra, Gregorio",Directed,6052,,1
Revista Literaria. Publicación Mensual,"Martínez Silva, Carlos",Directed,6053,,1
Luz i Sombra,"Martínez Vijil, Carlos",Directed,6054,,1
Revista Literaria. Publicación Mensual,"Martínez Villergas, Juan",Directed,6055,,1
La Bibliotéca,"Martínez, Alberto B.",Directed,6056,,1
Revista Literaria. Publicación Mensual,"Martínez, Antonio R.",Directed,6057,,1
Gente Vieja,"Martínez, José María",Directed,6058,,1
La Bibliotéca,"Martínez, Juan Ángel",Directed,6059,,1
El Repertorio. Revista Mensual Ilustrada,"Martínez, Miguel",Directed,6060,,1
La Vida Literaria,"Martínez, Victor",Directed,6061,,1
Revista Contemporánea,"Martón é Izaguirre, J.",Directed,6062,,1
Luz i Sombra,Maruja,Directed,6063,,1
Revista Azul,María Enriqueta,Directed,6064,,10
Alma Española,Marín,Directed,6065,,5
La Vida Literaria,"Marín Llovet, Ricardo",Directed,6066,,20
La Vida Literaria,"Marín Sáenz, M.",Directed,6067,,1
Alpha,"Marín, Abel",Directed,6068,,3
Lectura Amena,"Marín, Abel",Directed,6069,,11
Gente Vieja,"Marín, Juan Bautista",Directed,6070,,1
Luz,"Massó Torrents, Jaime",Directed,6071,,1
Luz,"Massó, M.",Directed,6072,,1
Revista Azul,"Mata, Andrés A.",Directed,6073,,7
Revista Azul,"Matamoros, Mercedes",Directed,6074,,1
CULTURA,"Mateus, Jorge",Directed,6075,,1
Helios,"Matheu Aybar, José María",Directed,6076,,2
Revista Nueva Spain,"Matheu Aybar, José María",Directed,6077,,10
Revista Moderna. (Enciclopedia colombiana),"Matos Hurtado, Belisario",Directed,6078,,1
Trofeos,"Matos Hurtado, Belisario",Directed,6079,,1
Gente Vieja,"Matoses, Manuel",Directed,6080,,1
Luz i Sombra,"Matta, Guillermo",Directed,6081,,1
Instantáneas,"Matte Bello, Rebeca",Directed,6082,,2
El Nuevo Mercurio,"Maudsley, Henry",Directed,6083,,1
Alma Española,"Maupassant, Guy de",Directed,6084,,1
Germinal,"Maupassant, Guy de",Directed,6085,,1
Lectura Amena,"Maupassant, Guy de",Directed,6086,,2
Lectura y Arte,"Maupassant, Guy de",Directed,6087,,1
Revista Azul,"Maupassant, Guy de",Directed,6088,,10
Revista Literaria. Publicación Mensual,"Maupassant, Guy de",Directed,6089,,1
Gente Vieja,"Maura Montaner, Bartolomé",Directed,6090,,1
Alma Española,"Maura, Antonio",Directed,6091,,1
Luz i Sombra,"Maura, Gabriel",Directed,6092,,1
Instantáneas,"Mauret Caamaño, Alberto",Directed,6093,,1
Luz i Sombra,"Mauret Caamaño, Alberto",Directed,6094,,12
Germinal,"Mauthner, Fritz",Directed,6095,,1
Revista Nueva Spain,Maximino,Directed,6096,,1
Revista Moderna. (Enciclopedia colombiana),"May, Dick",Directed,6097,,1
La Gruta,"Maya, Juan Antonio",Directed,6098,,1
Lectura Amena,"Maya, Juan Antonio",Directed,6099,,1
El Montañés,"Maya, Juan F.",Directed,6100,,1
Revista Literaria. Publicación Mensual,"Mayorga Rivas, Román",Directed,6101,,1
El Nuevo Mercurio,"Mazel, Henri",Directed,6102,,1
La Bibliotéca,"Maziel, Juan Baltasar",Directed,6103,,5
El Nuevo Mercurio,"Mazière, G. de",Directed,6104,,1
La Vida Literaria,"Medina Vera, Inocencio",Directed,6105,,28
Alma Española,"Medina, Vicente",Directed,6106,,5
Alpha,"Medina, Vicente",Directed,6107,,4
La Vida Literaria,"Medina, Vicente",Directed,6108,,7
Lectura Amena,"Medina, Vicente",Directed,6109,,1
Germinal,"Meisonnier, Ernest",Directed,6110,,1
Panida,"Mejía Arango, Félix",Directed,6111,,14
La Bohemia Alegre,"Mejía V., Sebastián",Directed,6112,,1
Alpha,"Mejía Ángel, Gustavo",Directed,6113,,1
Panida,"Mejía Ángel, Gustavo",Directed,6114,,1
El Repertorio. Revista Mensual Ilustrada,"Mejía, Epifanio",Directed,6115,,1
La Bohemia Alegre,"Mejía, Epifanio",Directed,6116,,2
Lectura Amena,"Mejía, Epifanio",Directed,6117,,1
Revista Literaria. Publicación Mensual,"Mejía, Epifanio",Directed,6118,,1
La Bohemia Alegre,"Mejía, Gabriel",Directed,6119,,1
Gente Vieja,"Mela, Juan",Directed,6120,,1
Vida Nueva,Melgar,Directed,6121,,1
Gente Vieja,"Mellado, Fernando",Directed,6122,,7
Luz i Sombra,"Melossi, Alfredo",Directed,6123,,3
Gente Vieja,"Mena y García, José",Directed,6124,,1
Revista Literaria. Publicación Mensual,"Mendive y Daumy, Rafael María de",Directed,6125,,1
La Vida Literaria,"Mendizábal, Ignacio",Directed,6126,,1
CULTURA,"Mendoza, Diego",Directed,6127,,2
La Gruta,"Mendoza, Diego",Directed,6128,,2
Revista Moderna. (Enciclopedia colombiana),"Mendoza, Diego",Directed,6129,,3
Gente Vieja,"Mendoza, Mariano Martín de",Directed,6130,,3
El Repertorio. Revista Mensual Ilustrada,"Mendès, Catulle",Directed,6131,,1
La Gruta,"Mendès, Catulle",Directed,6132,,1
Lectura Amena,"Mendès, Catulle",Directed,6133,,2
El Nuevo Mercurio,"Mendés, Catulle",Directed,6134,,1
Germinal,"Mendés, Catulle",Directed,6135,,1
Revista Azul,"Mendés, Catulle",Directed,6136,,16
La Habana Literaria,"Menéndez y Pelayo, Marcelino",Directed,6137,,1
Renacimiento,"Menéndez y Pelayo, Marcelino",Directed,6138,,1
Revista Azul,"Menéndez y Pelayo, Marcelino",Directed,6139,,1
Vida Nueva,"Menéndez y Pelayo, Marcelino",Directed,6140,,1
La Bibliotéca,"Menéndez, Damián",Directed,6141,,2
La Vida Literaria,"Mercader-Belloch, Enrique de",Directed,6142,,4
Lectura Amena,"Mercado, Julio",Directed,6143,,1
La Habana Literaria,"Merchán, Rafael María",Directed,6144,,4
Revista Literaria. Publicación Mensual,"Merchán, Rafael María",Directed,6145,,5
Lectura y Arte,"Merezhkovski, Dmitri",Directed,6146,,1
Alpha,"Merizalde Uribe, Antonio",Directed,6147,,2
Lectura Amena,"Merizalde Uribe, Antonio",Directed,6148,,5
Panida,"Merizalde Uribe, Antonio",Directed,6149,,2
Germinal,"Merlino, Severio",Directed,6150,,1
Revista Azul,"Merlo Monjuí, J. M.",Directed,6151,,1
CULTURA,"Merrill, Stuart",Directed,6152,,1
Alpha,"Mesa Jaramillo, José María",Directed,6153,,1
CULTURA,"Mesa Nicholls, Alejandro",Directed,6154,,5
Alma Española,"Mesa, Enrique de",Directed,6155,,3
Helios,"Mesa, Enrique de",Directed,6156,,1
El Montañés,"Mesa, Rafael",Directed,6157,,30
El Repertorio. Revista Mensual Ilustrada,"Mesa, Rafael",Directed,6158,,5
Revista Nueva Spain,"Mestres, Apeles",Directed,6159,,1
El Repertorio. Revista Mensual Ilustrada,"Meteyard, Sidney",Directed,6160,,1
Luz,"Meteyard, Sidney",Directed,6161,,1
El Nuevo Mercurio,"Meurville, Louis de",Directed,6162,,1
Revista Azul,"Meyerbeer, Giacomo",Directed,6163,,1
La Habana Literaria,"Meza y Suárez Inclán, Ramón",Directed,6164,,2
Lectura Amena,"Michaud-D'Hamiae, L.",Directed,6165,,1
Germinal,"Michel, Louise",Directed,6166,,1
Revista Literaria. Publicación Mensual,"Michelsen Uribe, Gustavo",Directed,6167,,1
La Vida Literaria,Miguel Ángel,Directed,6168,,1
Gente Vieja,"Miguel, Maximino de",Directed,6169,,1
Revista Contemporánea,"Mikhaël, Efraín",Directed,6170,,1
Revista Azul,"Mill, John Stuart",Directed,6171,,1
Revista Literaria. Publicación Mensual,"Millican, Albert",Directed,6172,,2
Germinal,"Milá, A. I.",Directed,6173,,2
La Vida Literaria,"Minguez, Ángel",Directed,6174,,7
La Bibliotéca,"Miranda, Delio",Directed,6175,,1
Germinal,"Mirbeau, Octave",Directed,6176,,2
Helios,"Mirbeau, Octave",Directed,6177,,1
La Vida Literaria,Miró,Directed,6178,,2
Panida,"Miró Ferrer, Gabriel",Directed,6179,,1
Gente Vieja,Miseno,Directed,6180,,1
Vida Nueva,Misteriosa,Directed,6181,,1
Luz,Misti,Directed,6182,,1
Gente Vieja,"Mistral, Frédéric",Directed,6183,,2
La Bibliotéca,"Mitre, Bartolomé",Directed,6184,,9
Revista Azul,"Mitre, Bartolomé",Directed,6185,,1
El Nuevo Mercurio,"Mitty, Jean de",Directed,6186,,2
Revista Contemporánea,"Mockel, Albert",Directed,6187,,2
Trofeos,"Mockel, Albert",Directed,6188,,1
Revista Moderna. (Enciclopedia colombiana),"Moireau, Auguste",Directed,6189,,1
Revista Azul,"Moirisse, S. E.",Directed,6190,,2
CULTURA,"Molina Garcés, Ciro",Directed,6191,,14
Revista Literaria. Publicación Mensual,"Molina Paniagua, Modesto",Directed,6192,,1
Lectura Amena,"Molina, Carlos A.",Directed,6193,,1
Lectura y Arte,"Molina, Carlos A.",Directed,6194,,2
Luz i Sombra,"Molina, Ernesto",Directed,6195,,1
Revista Azul,"Molina, Juan Ramón",Directed,6196,,1
Revista Moderna. (Enciclopedia colombiana),"Molina, Pedro Antonio",Directed,6197,,1
Gente Vieja,"Monasterio, Antonio de",Directed,6198,,1
Revista Literaria. Publicación Mensual,"Monasterios Velásquez, Jesús María",Directed,6199,,1
Luz i Sombra,Monocle,Directed,6200,,1
Revista Moderna. (Enciclopedia colombiana),"Monsalve, José Dolores",Directed,6201,,2
Arte Joven,"Montaner, Joaquín",Directed,6202,,1
Lectura Amena,"Monte, D. L.",Directed,6203,,1
Instantáneas,Montemar,Directed,6204,,2
Alma Española,"Montero Ríos, Eugenio",Directed,6205,,2
Gente Vieja,"Montero Ríos, Eugenio",Directed,6206,,1
Gente Vieja,"Montero, M. M.",Directed,6207,,1
Alma Española,"Monterrey, Manuel",Directed,6208,,1
Helios,"Monterrey, Margarita María de",Directed,6209,,9
La Bibliotéca,"Montes de Oca, Manuel Augusto",Directed,6210,,1
La Gruta,"Montes del Valle, Agripina",Directed,6211,,2
Alma Española,"Montesquieu, Charles de Secondat, baron de",Directed,6212,,2
Revista Azul,Monti,Directed,6213,,1
Gente Vieja,"Montilla y Adan, Juan",Directed,6214,,1
Germinal,"Montilla, A.",Directed,6215,,2
Gente Vieja,"Montilla, R.",Directed,6216,,2
La Bibliotéca,"Montmorency-Laval, Anne-Adrien-Pierre de",Directed,6217,,1
La Habana Literaria,"Montoro, Rafael",Directed,6218,,2
CULTURA,"Montoya Canal, Aníbal",Directed,6219,,1
La Bohemia Alegre,"Montoya Kennedy, F. A.",Directed,6220,,2
Alpha,"Montoya Pérez, Rafael",Directed,6221,,2
Lectura Amena,"Montoya Pérez, Rafael",Directed,6222,,6
Lectura y Arte,"Montoya Pérez, Rafael",Directed,6223,,3
El Repertorio. Revista Mensual Ilustrada,"Montoya, Antonio José",Directed,6224,,1
La Bohemia Alegre,"Montoya, Antonio José",Directed,6225,,8
Lectura Amena,"Montoya, Antonio José",Directed,6226,,6
Lectura y Arte,"Montoya, Antonio José",Directed,6227,,3
El Montañés,"Montoya, Eladio",Directed,6228,,1
El Montañés,"Montoya, Gabriel",Directed,6229,,28
Alpha,"Montoya, José",Directed,6230,,4
El Montañés,"Montoya, José",Directed,6231,,6
Panida,"Montoya, José",Directed,6232,,1
El Montañés,"Montoya, Mariano",Directed,6233,,1
Panida,"Mora Vásquez, José Manuel",Directed,6234,,2
Revista Literaria. Publicación Mensual,"Mora, Félix",Directed,6235,,1
Revista Literaria. Publicación Mensual,"Mora, José Joaquín de",Directed,6236,,1
La Gruta,"Mora, Luis María",Directed,6237,,1
Revista Moderna. (Enciclopedia colombiana),"Morales Berti, Luis",Directed,6238,,1
Gente Vieja,"Morales San Martín, Bernardo",Directed,6239,,1
La Bibliotéca,"Morante, Ambrosio",Directed,6240,,1
Revista Nueva Spain,"Morato, Juan José",Directed,6241,,9
Vida Nueva,"Morato, Juan José",Directed,6242,,3
Vida Nueva,"Morato, Luis",Directed,6243,,1
Gente Vieja,"Morayta, Miguel",Directed,6244,,10
Germinal,"Morayta, Miguel",Directed,6245,,1
El Nuevo Mercurio,Morel Fatio,Directed,6246,,1
Alpha,"Moreno Alba, Miguel",Directed,6247,,1
Lectura Amena,"Moreno Alba, Miguel",Directed,6248,,1
Revista Azul,"Moreno Cantón, Delio",Directed,6249,,1
Gente Vieja,"Moreno Carrillo, J.",Directed,6250,,1
Gente Vieja,"Moreno Rodríguez, P. J.",Directed,6251,,3
Gente Vieja,"Moreno, Alejandro",Directed,6252,,1
Revista Azul,"Moreno, Antonio de P.",Directed,6253,,1
La Bibliotéca,"Moreno, Manuel",Directed,6254,,1
Alma Española,"Moreno-Carbonero, José",Directed,6255,,1
Gente Vieja,"Moreno-Carbonero, José",Directed,6256,,1
Germinal,"Moreno-Carbonero, José",Directed,6257,,1
Gente Vieja,"Moret, Segismundo",Directed,6258,,3
Gente Vieja,"Morgado, José",Directed,6259,,1
La Gruta,"Morice, Charles",Directed,6260,,1
Alma Española,"Morote, Luis",Directed,6261,,1
Lectura Amena,"Moréas, Jean",Directed,6262,,1
Trofeos,"Moréas, Jean",Directed,6263,,1
La Habana Literaria,"Morúa Delgado, Martín",Directed,6264,,2
CULTURA,"Mosquera, Tomás Cipriano de",Directed,6265,,7
Luz i Sombra,"Mostajo, Francisco",Directed,6266,,2
La Vida Literaria,Mota,Directed,6267,,1
Revista Literaria. Publicación Mensual,"Moussy, Martín de",Directed,6268,,1
Gente Vieja,"Mozo, Manuel F.",Directed,6269,,1
Luz,"Mucha, R.",Directed,6270,,2
Instantáneas,"Muelas, Ramón",Directed,6271,,1
Germinal,"Mullem, Louis",Directed,6272,,1
Luz,"Munch, Edvard",Directed,6273,,1
La Gruta,"Munroo, Alick",Directed,6274,,1
Trofeos,"Murena, Claudio",Directed,6275,,1
La Bohemia Alegre,"Murger, Henry",Directed,6276,,1
Alma Española,"Murillo, Bartolomé Esteban",Directed,6277,,1
El Montañés,"Murillo, Bartolomé Esteban",Directed,6278,,1
Germinal,"Muro, José",Directed,6279,,1
Germinal,"Muslares, Joaquín",Directed,6280,,1
El Montañés,"Musset, Alfred de",Directed,6281,,2
Germinal,"Musset, Alfred de",Directed,6282,,3
Revista Azul,"Musset, Alfred de",Directed,6283,,13
El Repertorio. Revista Mensual Ilustrada,"Muñoz Fernández, Francisco de Paula",Directed,6284,,1
Germinal,"Muñoz Lucena, Tomás",Directed,6285,,1
La Bibliotéca,"Muñoz y Cabrera, Lucas",Directed,6286,,1
Luz i Sombra,"Muñoz, César J.",Directed,6287,,1
Revista Azul,"Muñoz, Gabriel E.",Directed,6288,,2
El Montañés,"Muñoz, Luis J.",Directed,6289,,1
CULTURA,"Márquez Bravo, Tomás",Directed,6290,,2
Panida,"Márquez Bravo, Tomás",Directed,6291,,1
Revista Moderna. (Enciclopedia colombiana),"Márquez Cuervo, Carlos",Directed,6292,,1
El Nuevo Mercurio,"Márquez Sterling, Manuel",Directed,6293,,1
Revista Azul,"Márquez Sterling, Manuel",Directed,6294,,1
Instantáneas,"Más, F.",Directed,6295,,1
Revista Nueva Spain,Máximo,Directed,6296,,1
Revista Azul,"Méndez de Cuenca, Laura",Directed,6297,,10
Revista Literaria. Publicación Mensual,"Méndez y Mendoza, Eugenio",Directed,6298,,1
Vida Nueva,"Méndez, Félix",Directed,6299,,1
Revista Literaria. Publicación Mensual,"Méndez, Juan de Dios",Directed,6300,,1
Gente Vieja,"Mézières, Alfred",Directed,6301,,1
Revista Nueva Spain,Mínimo,Directed,6302,,1
Germinal,"Müller, Charles-Louis",Directed,6303,,1
Germinal,"Mürger, Henri",Directed,6304,,1
Vida Nueva,N.,Directed,6305,,2
Vida Nueva,"Nadaud, Gustave",Directed,6306,,1
Gente Vieja,"Nakens, José",Directed,6307,,7
Vida Nueva,"Nakens, José",Directed,6308,,8
Luz,Name missing,Directed,6309,,7
Gente Vieja,Name on fragment missing,Directed,6310,,3
Revista Azul,Name on page missing,Directed,6311,,1
Revista Literaria. Publicación Mensual,"Nanfa, Crisógono de",Directed,6312,,1
Trofeos,"Naranjo Martínez, Enrique",Directed,6313,,4
Revista Moderna. (Enciclopedia colombiana),"Narváez, Antonio de",Directed,6314,,3
Revista Literaria. Publicación Mensual,"Narváez, Roberto de",Directed,6315,,1
Revista Moderna. (Enciclopedia colombiana),"Narváez, Roberto de",Directed,6316,,4
El Montañés,"Nauts, Carlos",Directed,6317,,2
La Vida Literaria,Navarrete,Directed,6318,,2
Revista Azul,"Navarrete, Raoul M.",Directed,6319,,1
Alma Española,"Navarro Lamarca, Carlos",Directed,6320,,2
Helios,"Navarro Lamarca, Carlos",Directed,6321,,13
Luz i Sombra,"Navarro M., J. R.",Directed,6322,,1
Alma Española,"Navarro Reverter, Juan",Directed,6323,,1
Gente Vieja,"Navarro Reverter, Juan",Directed,6324,,4
Helios,"Navarro y Ledesma, Francisco",Directed,6325,,1
Renacimiento,"Navarro y Ledesma, Francisco",Directed,6326,,2
Alpha,"Navas Spínola, Domingo",Directed,6327,,1
Luz i Sombra,"Navas, Miguel L.",Directed,6328,,1
Luz,Nedber,Directed,6329,,1
Lectura Amena,"Negueri, D.",Directed,6330,,3
La Vida Literaria,"Nereo, Marco",Directed,6331,,1
