NombreR,NumContrib,Colaborador,Roles,Seudonimo,PaisOrigen,Titulo,NumFasciculo,Fecha,Traduccion,Traductor,Lengua,LenguaOriginal,Tipo,TipoIndice,Dedicatoria,ObrasResenadas,CantidadPaginas,Paginacion,Comentarios
Trofeos,1,Anónimo,Creador,NA,NA,Trofeos,1,15/09/06,No,NA,Español,NA,Publicidad,NA,NA,NA,1,NA,Información de la revista
Trofeos,2,"Valderrama, Felipe",Creador,NA,NA,Trofeos,1,15/09/06,No,NA,Español,NA,Prosa No ficción,nota editorial,NA,NA,1,1,Transferencia: propuesta editorial
Trofeos,3,"Acosta, Javier",Creador,NA,Colombia,El centavro. Poema antiguo por Ismael López,1,15/09/06,No,NA,Español,NA,Prosa No ficción,Estudio crítico,NA,NA,05/05/23,2--7,Transferencia local: comentario crítico sobre la traducción de un autor local
Trofeos,4,"Chénier, André",Creador,NA,Francia,A Fanny,1,15/09/06,Sí,"Caro, Miguel Antonio",Español,Francés,Poesía,NA,NA,NA,1,7--8,Transferencia: traducción
Trofeos,5,"Giraldo, Francisco",Creador,NA,Colombia,Enlace de brumas,1,15/09/06,No,NA,Español,NA,Prosa Ficción,NA,NA,NA,1,8--9,NA
Trofeos,6,"Uribe, Diego",Creador,NA,Colombia,Portada,1,15/09/06,No,NA,Español,NA,Poesía,Poesía,NA,NA,1,9--10,NA
Trofeos,7,"Sánchez, Alberto",Creador,NA,Colombia,De arte,1,15/09/06,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,02/05/23,10--12,Transferencias: comentario sobre el estado del arte en Colombia
Trofeos,8,"Gómez Restrepo, Antonio",Creador,NA,Colombia,En la villa de Adriano,1,15/09/06,No,NA,Español,NA,Poesía,Poesía,"Camacho, Guillermo",NA,0.5,13,NA
Trofeos,9,"Duque Uribe, Rafael",Creador,R.Doribe,NA,Bellas artes,1,15/09/06,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,2,13-15,Transferencias locales: comentario sobre un exposición de pintura en Bogotá
Trofeos,10,"Cervera, Manuel",Creador,NA,Argentina,"De ""dualidades heroícas""",1,15/09/06,No,NA,Español,NA,Poesía,Poesía,NA,NA,0.5,16,Transferencia: poema de autor extranjero
Trofeos,11,"Retté, Adolphe",Creador,NA,Francia,Himno a los árboles. Adolfo Retté,1,15/09/06,Sí,"Castillo, Eduardo",Español,Francés,Poesía,Poesía,NA,NA,0.5,16,Transferencia: traducción
Trofeos,12,"Valencia, Francisco",Creador,Pacho Valencia,Colombia,Lo que dice el café,1,15/09/06,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,2,17-18,NA
Trofeos,13,"Sanín Cano, Baldomero",Creador,B. Sanín Cano,Colombia,Señores directores de Trofeos,1,15/09/06,No,NA,Español,NA,Prosa No ficción,Carta,NA,NA,1,19,Transferencia: propuesta de la Asociación Literaria Internacional Americana
Trofeos,14,"Londoño, Víctor Manuel",Director,V.M.L.,Colombia,Guillermo Posada. Quimeras,1,15/09/06,No,NA,Español,NA,Reseña,NA,NA,Quimera de Guillermo Posada,2,20-21,Transferencia: promoción de libro de autor colombiano
Trofeos,15,"Ossa, Valentín",Creador,V.O.,Colombia,Miscelanea Literaria,1,15/09/06,No,NA,Español,NA,Reseña de revista,NA,NA,Miscelanea Literario  de Buga,0.8,22,Transferencia local: promoción de revista loca
Trofeos,16,"Londoño, Víctor Manuel",Director,V.M.L.,Colombia,Ruben Dario.Opiniones,1,15/09/06,No,NA,Español,NA,Reseña,NA,NA,Opiniones de Rubén Darío,01/03/23,22-24,"Transferencia: promoción de libro de autor extranjerto. Librería de Fernando Fé, Madrid. 1906"
Trofeos,17,"López, Ismael",Director,NA,Colombia,El viaje de Esparta a Barres,1,15/09/06,No,NA,Español,NA,Prosa Ficción,Notas,NA,NA,02/09/23,24-26,Transferencia: comentario sobre libro de autor extranjero
Trofeos,18,"Louÿs, Pierre",Creador,NA,Bélgica,Fragmento inédito de Afrodita,1,15/09/06,Sí,NA,Español,Francés,Poesía,Notas,NA,NA,0.5,27,Transferencia: traducción. Texto tomado de Vers et Prose
Trofeos,19,"López, Ismael",Director,I.L.,Colombia,Tierra propia,1,15/09/06,No,NA,Español,NA,Reseña de revista,NA,NA,Tierra Propia (revista de Popayán),1,27-28,Transferencia local: promoción de revista loca
Trofeos,20,"Naranjo Martínez, Enrique",Creador,Enrique Naranjo M.,Colombia,Últimos sobrevivientes de la independencia,1,15/09/06,No,NA,Español,NA,Prosa No ficción,Notas,NA,NA,2,28-30,NA
Trofeos,21,"Barrès, Maurice",Creador,NA,Francia,La partida,1,15/09/06,Sí,Directores,Español,Francés,Prosa No ficción,Notas,NA,NA,01/05/23,30-31,Transferencia: traducción.
Trofeos,22,"Espinosa Guzmán, Rafael",Creador,REG,Colombia,Crónica Bogotana,1,15/09/06,No,NA,Español,NA,Prosa No ficción,crónica,NA,NA,1,32,NA
Trofeos,23,Anónimo,Creador,NA,NA,Sumario,2,15/10/06,No,NA,Español,NA,Prosa No ficción,índice,NA,NA,1,NA,NA
Trofeos,24,Anónimo,Creador,NA,NA,Información de la revista,2,15/10/06,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,1,NA,NA
Trofeos,25,"Torres, Carlos Arturo",Creador,Carlos A. Torres,Colombia,El ciclo romano. En Shakespeare (Estudios ingleses. La cuna de Shakespeare. Parte II. La obra,2,15/10/06,No,NA,Español,NA,Prosa Ficción,Capítulo de libro,NA,NA,5,33-37,"Transferencia: publicación de capítulo de libro autor colombiano. Tienen esta nota ""Carlos Arturo Torres escribe un libro que se llamará Estudios infleses, al cual pertenece el capítulo inédito que hoy publica Trofeos y que nos fue remitido por el autor. Damos nuestro parabienes al bondadoso amigo y dejamos que los lectores gustes esas páginas vigorosas, escritas al influjo de hondas meditaciones por una pluma siempre activa, adiestrada en bravas contiendas"""
Trofeos,26,"Pardo Farelo, Enrique",Creador,Luis Tablanca,Colombia,Alma colonial,2,15/10/06,No,NA,Español,NA,Prosa Ficción,cuento,NA,NA,01/04/23,38-39,"Nota de los editores: ""(De Cuentos sencillos)"
Trofeos,27,"Posada, Guillermo",Creador,NA,Colombia,Cosmopolita,2,15/10/06,No,NA,Español,NA,Poesía,Poesía,NA,NA,0.6,39,NA
Trofeos,28,"Carvajal, M.A.",Creador,"Carvajal, M.A.",Colombia,Sobre la tristeza de una alma,2,15/10/06,No,NA,Español,NA,Prosa Ficción,NA,NA,NA,01/03/23,40-41,NA
Trofeos,29,"Acosta, Javier",Creador,NA,Colombia,Cantico de iniciación. A Afrodita,2,15/10/06,No,NA,Español,NA,Poesía,Poesía,"Manassevitz, Gerardo ",NA,2,41-43,Transferencia: Epígrafe en Francés de Maurice de Guérin
Trofeos,30,"Grillo, Maximiliano",Creador,Max Grillo,Colombia,Revistas americanas,2,15/10/06,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,0.7,43-44,Transferencia: comentario sobre la importancia de conocer otras publicaciones periódicas
Trofeos,31,"Grillo, Maximiliano",Creador,Max Grillo,Colombia,"Revista de Derecho, Historia y Letras",2,15/10/06,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,01/06/23,44-45,Transferencia: comentario sobre la publicación de esta revista
Trofeos,32,"Grillo, Maximiliano",Creador,Max Grillo,Colombia,Revista Moderna de México,2,15/10/06,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,0.6,45-46,Transferencia: comentario sobre la publicación de esta revista
Trofeos,33,"Grillo, Maximiliano",Creador,Max Grillo,Colombia,Revista de Letras y ciencias sociales,2,15/10/06,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,0.7,46,Transferencia: comentario sobre la publicación de esta revista
Trofeos,34,"Londoño, Víctor Manuel",Director,V.M. Londoño,Colombia,"Paul Fort .Director de ""Vers et Prose""",2,15/10/06,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,01/05/23,47-48,Transferencia: comentario sobre el fundador de la revista francesa Verse et Prose
Trofeos,35,"Fort, Paul",Creador,NA,Francia,Diana,2,15/10/06,Sí,"Londoño, Víctor Manuel",Español,Francés,Poesía,baladas,NA,NA,0.5,48,"Transferencia: traducción. El autor escribre esto anto ""Las dos primeras baladas que traducimos aquí pertenecen á un volumen que publicará dentro de poco el Mercure de France, bajo el título de Livre des visions:"""
Trofeos,36,"Fort, Paul",Creador,NA,Francia,Filomela,2,15/10/06,Sí,"Londoño, Víctor Manuel",Español,Francés,Poesía,baladas,NA,NA,0.7,49,"Transferencia: traducción. El autor escribre esto anto ""Las dos primeras baladas que traducimos aquí pertenecen á un volumen que publicará dentro de poco el Mercure de France, bajo el título de Livre des visions:"""
Trofeos,37,"Fort, Paul",Creador,NA,Francia,Balada del cortijo,2,15/10/06,Sí,"Londoño, Víctor Manuel",Español,Francés,Poesía,baladas,NA,NA,0.6,49-50,Transferencia: traducción
Trofeos,38,"Martínez Rivas, Federico",Creador,NA,Colombia,Por ellos,2,15/10/06,No,NA,Español,NA,Poesía,Poesía,NA,NA,0.7,50,NA
Trofeos,39,"Arce, Julio César",Creador,NA,Colombia,Novicia,2,15/10/06,No,NA,Español,NA,Poesía,Poesía,NA,NA,1,51,NA
Trofeos,40,"Posada, Guillermo",Reseñista,NA,Colombia,E. Gómez Carrillo de Marsella a Tokio,2,15/10/06,No,NA,Español,NA,Reseña,NA,NA,De Marsella á Tokio por E Gómez Carrillo,02/02/23,52-54,"Transfrencia: reseña de libro de autor colombiano. París- Garnier Hermanos, libreros editores"
Trofeos,41,"Valderrama, Felipe",Creador,NA,NA,Manuel Reina. Robles de la selva sagrada,2,15/10/06,No,NA,Español,NA,Prosa Ficción,fragmento de libro,NA,NA,0.8,54,Transferencia: promoción de libro extranjero
Trofeos,42,"Valderrama, Felipe",Creador,NA,NA,La sandale Ailée,2,15/10/06,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,0.3,55,Transferencia: comentario sobre autor extranjero
Trofeos,43,"Régnier, Henri de",Creador,NA,Francia,Dedicace,2,15/10/06,Sí,"Posada, Guillermo",Francés,Francés,Poesía,NA,NA,NA,0.3,55,Transferencia: poema en lenga original
Trofeos,44,"Murena, Claudio",Creador,NA,NA,Mercurio ante Apolo,2,15/10/06,No,NA,Español,NA,Prosa Ficción,NA,NA,NA,01/08/23,55-57,NA
Trofeos,45,"Londoño, Víctor Manuel",Director,NA,Colombia,Alpha,2,15/10/06,No,NA,Español,NA,Prosa No ficción,Revistas,NA,Alpha (Medellín),01/06/23,57-59,Transferencia local: promoción de revista loca
Trofeos,46,Anónimo,Creador,NA,NA,El Heraldo del Istmo,2,15/10/06,No,NA,Español,NA,Prosa No ficción,Revistas,NA,El Heraldo del Istmo (Panamá),0.3,59,Transferencia : promoción de revista extranjera
Trofeos,47,Anónimo,Creador,NA,NA,Osiris,2,15/10/06,No,NA,Español,NA,Prosa No ficción,Revistas,NA,Osiris (Barranquilla),0.3,59,Transferencia local: promoción de revista loca
Trofeos,48,Anónimo,Creador,NA,NA,Valquiria,2,15/10/06,No,NA,Español,NA,Prosa No ficción,Revistas,NA,Valquiria (Pamplona),0.3,59,Transferencia local: promoción de revista loca
Trofeos,49,"Matos Hurtado, Belisario",Creador,"Hurtado, Matos",Colombia,NA,2,15/10/06,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,0.5,60,Transferencia: comentario sobre Porsas profanas de Rubén Darío
Trofeos,50,"López, Ismael",Director,I.L.,Colombia,Notas marginales,2,15/10/06,No,NA,Español,NA,Prosa No ficción,Notas,NA,NA,03/01/23,60-63,Transferencias: comentario crítico sobre literatura
Trofeos,51,"Villafañe, Carlos",Creador,C. Villafañe,Colombia,Información política,2,15/10/06,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,01/04/23,63-64,NA
Trofeos,52,"Espinosa Guzmán, Rafael",Creador,REG,Colombia,Crónica Bogotana,2,15/10/06,No,NA,Español,NA,Prosa Ficción,crónica,NA,NA,1,NA,NA
Trofeos,53,"Valderrama, Felipe",Creador,NA,NA,Ecos de la prensa,2,15/10/06,No,NA,Español,NA,Prosa No ficción,Ecos de la prensa,NA,NA,1,NA,Transferencia: opiniones de otras publicaciones periódicas sobre Trofeos
Trofeos,54,Anónimo,Creador,NA,NA,Trofeos,3,1 de noviembre 1906,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,2,NA,Sumario e información de la revista
Trofeos,55,Anónimo,Creador,NA,NA,"Suscriptores de ""Trofeos""",3,1 de noviembre 1906,No,NA,Español,NA,Prosa No ficción,Suscriptores,NA,NA,1,NA,Transferencia: nombre de los suscriptores de la revista
Trofeos,56,Anónimo,Creador,NA,NA,NA,3,1 de noviembre 1906,No,NA,Español,NA,Publicidad,NA,NA,NA,3,NA,"Transferencias: promoción de la obra de Max Grillo, de Guillermo Posada, Ismael López, "
Trofeos,57,"Gómez Restrepo, Antonio",Creador,NA,Colombia,D. Belisario Peña,3,1 de noviembre 1906,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,04/05/23,65-70,Transferencia local: texto crítico sobre autor nacional
Trofeos,58,"Flórez Álvarez, Ester",Creador,Floralba,Colombia,Canción sin palabras,3,1 de noviembre 1906,No,NA,Español,NA,Poesía,NA,NA,NA,0.5,70,NA
Trofeos,59,"Villafañe, Carlos",Creador,NA,Colombia,Tierra del alma,3,1 de noviembre 1906,No,NA,Español,NA,Poesía,NA,NA,NA,04/05/23,71-75,NA
Trofeos,60,"Londoño, Víctor Manuel",Director,V.M. Londoño,Colombia,Gente nueva,3,1 de noviembre 1906,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,03/08/23,75-79,Transferencias: propósitos de la revista y comentario sobre la literatura nacional
Trofeos,61,"Machado, Gonzalo",Creador,NA,NA,Plegaria al sol,3,1 de noviembre 1906,No,NA,Español,NA,Poesía,NA,"López, Ismael",NA,0.7,79,NA
Trofeos,62,"Grillo, Maximiliano",Creador,Max Grillo,Colombia,En la capilla del rosario,3,1 de noviembre 1906,No,NA,Español,NA,Reseña de revista,NA,NA,NA,02/06/23,80-82,NA
Trofeos,63,"Güell, Joaquín M.",Creador,NA,Colombia,Retorno al ideal,3,1 de noviembre 1906,No,NA,Español,NA,Poesía,NA,NA,NA,0.4,82,NA
Trofeos,64,"Valencia, Francisco",Creador,Pacho Valencia,Colombia,La virtud de tu mano,3,1 de noviembre 1906,No,NA,Español,NA,Poesía,NA,NA,NA,01/05/23,83-84,NA
Trofeos,65,"Carvajal, Alberto",Creador,NA,Colombia,Luz de ocaso,3,1 de noviembre 1906,No,NA,Español,NA,Poesía,NA,NA,NA,0.7,84-85,NA
Trofeos,66,"Nieto, Ricardo",Creador,NA,Colombia,Casa de muñeca,3,1 de noviembre 1906,No,NA,Español,NA,Prosa Ficción,NA,NA,NA,02/06/23,85-87,"Transferencia: texto, posiblemente basado en la obra de Ibsen."
Trofeos,67,"Barriga Paez, J.",Creador,NA,NA,Elena,3,1 de noviembre 1906,No,NA,Español,NA,Prosa Ficción,NA,NA,NA,01/02/23,87-88,NA
Trofeos,68,"Gómez Restrepo, Antonio",Creador,NA,Colombia,In memoriam,3,1 de noviembre 1906,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,0.3,89,NA
Trofeos,69,"Valderrama, Felipe",Creador,NA,NA,Almas que pasan,3,1 de noviembre 1906,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,0.2,89,Transferencias: comentario sobre el libro Almas que pasasn de Amado Nervo
Trofeos,70,"Nervo, Amado",Creador,NA,México,Las casas . Del libro Almas que pasan,3,1 de noviembre 1906,No,NA,Español,NA,Prosa Ficción,fragmento de libro,NA,NA,03/07/23,89-92,Transferencia: apartado de libro de Nervo Almas que pasan
Trofeos,71,"Valderrama, Felipe",Reseñista,NA,NA,F. Rodriguez Moya,3,1 de noviembre 1906,No,NA,Español,NA,Reseña,NA,NA,Prosas líricass de F. Rodríguez Moya,0.4,92,"Transferencia: reseña de libro. Prosas líricas , Medellín, 1906"
Trofeos,72,"López, Ismael",Director,NA,Colombia,Notas marginales,3,1 de noviembre 1906,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,2,92-94,Transferencia local: comentario crítico sobre el libro Resurrección de José Maíra Rivas Groot. Además de presentar argumentos sobre los avances que se están haciendo en el panorama nacional sobre literatira
Trofeos,73,"Cuervo, Rufino José",Creador,NA,Colombia,Señor D. Ismael López,3,1 de noviembre 1906,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,0.2,94,Transferencia local: cofirmación de que ha recibido El Centauro de Ismael López.
Trofeos,74,"Villafañe, Carlos",Creador,NA,Colombia,Información política,3,1 de noviembre 1906,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,02/02/23,94-96,NA
Trofeos,75,"Palacio Uribe, Benjamín",Creador,Felipe Azorín,Colombia,El banquete literario del domingo,3,1 de noviembre 1906,No,NA,Español,NA,Prosa No ficción,crónica,NA,NA,01/08/23,NA,NA
Trofeos,76,Anónimo,Creador,NA,NA,Trofeos,4,25/11/06,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,2,NA,Sumario e información de la revista
Trofeos,77,Anónimo,Creador,NA,NA,"Suscriptores de ""Trofeos""",4,25/11/06,No,NA,Español,NA,Prosa No ficción,Suscriptores,NA,NA,1,NA,Transferencia: nombre de los suscriptores de la revista
Trofeos,78,Anónimo,Creador,NA,NA,NA,4,25/11/06,No,NA,Español,NA,Publicidad,NA,NA,NA,1,NA,NA
Trofeos,79,"Posada, Eduardo",Creador,E.P,Colombia,Rehabilitación,4,25/11/06,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,02/05/23,97-99,Transferencia: comentario sobre el caso Dreyfus
Trofeos,80,"Carvajal, M.A.",Creador,M.A. Carvajal,Colombia,Claro de luna,4,25/11/06,No,NA,Español,NA,Poesía,NA,NA,NA,0.6,99-100,NA
Trofeos,81,"Paillié, Francisco A.",Creador,Franscisco A. Paillié,Colombia,Estados del alma,4,25/11/06,No,NA,Español,NA,Prosa Ficción,NA,NA,NA,2,100-102,NA
Trofeos,82,"Fort, Paul",Creador,NA,Francia,Filomela,4,25/11/06,Sí,"Bonilla, Manuel A",Español,Francés,Poesía,NA,"Londoño, Víctor Manuel",NA,01/09/23,102-103,Transferencias: traducción
Trofeos,83,"Peña, Pedro A.",Creador,Pedro A. Peña,Venezuela,Bajo los robles,4,25/11/06,No,NA,Español,NA,Prosa Ficción,NA,NA,NA,01/04/23,104-105,NA
Trofeos,84,"Velásquez, Edmundo",Creador,NA,Colombia,Versos sencillos,4,25/11/06,No,NA,Español,NA,Poesía,NA,NA,NA,01/01/23,105-106,NA
Trofeos,85,"Uribe Holguín, Guillermo",Creador,NA,Colombia,"Los pirineos, de Felipe Pedrell",4,25/11/06,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,5,105-111,Transferencia: reseña y comentario crítico sobre un libro
Trofeos,86,"Santa María Vermersch, R.",Creador,NA,NA,Ephraim Michael (1866-1890),4,25/11/06,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,03/05/23,111-114,Transferencia: comentario sobre autor francés. Además incluye textos del autor en francés
Trofeos,87,"Escobar Sarmiento, Ricardo",Creador,Delio Seravile,Colombia,Maitines,4,25/11/06,No,NA,Español,NA,Poesía,NA,NA,NA,0.5,115,NA
Trofeos,88,"Posada, Guillermo",Creador,NA,Colombia,Versalles (I),4,25/11/06,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,04/08/23,115-119,Transferencia: epígrafe en Francés de Maurice André Chenier
Trofeos,89,"Londoño, Víctor Manuel",Director,V.M. Londoño,Colombia,La muerte del Simbolismo,4,25/11/06,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,05/02/23,119-123,Transferencia: comentario crítico sobre los movimientos literarios en Colombia
Trofeos,90,"Jaramillo P., Escipión",Creador,NA,NA,XVII,4,25/11/06,No,NA,Español,NA,Poesía,NA,NA,NA,0.5,123,NA
Trofeos,91,"Uribe, Diego",Reseñista,NA,Colombia,Tierra del alma,4,25/11/06,No,NA,Español,NA,Reseña,NA,NA,Tierra del alma de Carlo Villafañe,2,124-125,Transferencia local:  reseña de libro de autor local
Trofeos,92,"Díaz, Leopoldo",Creador,NA,Argentina,Señor D. Ismael López,4,25/11/06,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,0.5,126,Transferencia: carta en la que se elogia el Centavro de Ismael López
Trofeos,93,Anónimo,Creador,NA,NA,NA,4,25/11/06,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,0.2,126,Comentario sobre el libro de Leopoldo Díaz Los Conquistadores por la revista Vers et Prose que publicó en 1905 3 sonetos de este texto. Para decir esto tienen que tener acceso a la revista
Trofeos,94,"Díaz, Leopoldo",Creador,NA,Argentina,Ofrande,4,25/11/06,Sí,"Frédéric, Raisin",Francés,Español,Poesía,NA,NA,NA,0.3,126,"Transferencia: publican uno de los versiones en francés que aparecieron en Vers et Prose del Libro Los Conquistadores de Leopoldo Día, el poema es Ofrande"
Trofeos,95,"Valderrama, Felipe",Creador,NA,NA,La canción del camino,4,25/11/06,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,0.2,127,Transferencia: comentario sobre el libro La Canción del camino de Francisco A de Icaza
Trofeos,96,"Icaza, Francisco A. de",Creador,NA,México,La canción del camino,4,25/11/06,No,NA,Español,NA,Poesía,NA,NA,NA,0.3,127,Transferencia: publicación de autor extranjero
Trofeos,97,"Icaza, Francisco A. de",Creador,NA,México,Y la nave…,4,25/11/06,No,NA,Español,NA,Poesía,NA,NA,NA,0.5,127,Transferencia: publicación de autor extranjero
Trofeos,98,"Naranjo Martínez, Enrique",Creador,NA,Colombia,EL carrusel,4,25/11/06,No,NA,Español,NA,Prosa No ficción,Notas bogotanas,NA,NA,1,NA,NA
Trofeos,99,"Valderrama, Felipe",Creador,NA,NA,Ecos de la prensa,4,25/11/06,No,NA,Español,NA,Prosa No ficción,Ecos de la prensa,NA,NA,2,128,Transferencias: opiniones de otras revistas sobre Trofeos y viceversa
Trofeos,100,Anónimo,Creador,NA,NA,Trofeos,5,05/01/07,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,2,NA,Sumario e información de la revista
Trofeos,101,"Prudhomme, Sully",Creador,NA,Francia,La nereida. Poema lírico de Sully Prudhomme,5,05/01/07,Sí,"Caro, Miguel Antonio",Español,Francés,Poesía,Poema lírico,NA,NA,4,129-132,Transferencias: traducción
Trofeos,102,"Pardo Farelo, Enrique",Creador,Luis Tablanca,Colombia,María dolorosa,5,05/01/07,No,NA,Español,NA,Prosa Ficción,cuento,"López, Ismael",NA,01/05/23,133-134,NA
Trofeos,103,"Carvajal, M.A.",Creador,M.A. Carvajal,Colombia,Meditación crepuscular,5,05/01/07,No,NA,Español,NA,Prosa Ficción,NA,NA,NA,01/05/23,134-135,NA
Trofeos,104,"Castillo, Eduardo",Creador,NA,Colombia,A una novicia,5,05/01/07,No,NA,Español,NA,Poesía,NA,NA,NA,1,136,NA
Trofeos,105,"Londoño, Víctor Manuel",Director,V.M. Londoño,Colombia,"Alma America . Poemas Indo-Españoles-José Santos Chocano-Madrid, 1906",5,05/01/07,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,05/02/23,137-142,Transferencia: comentario crítico sobre libro de autor. Se incluyen algunos poemas
Trofeos,106,"Posada, Guillermo",Creador,NA,Colombia,En Austria (I),5,05/01/07,No,NA,Español,NA,Prosa No ficción,fragmento de libro,NA,NA,02/08/23,142-144,Transferencia local: fragmento de libro
Trofeos,107,"López, Ismael",Director,NA,Colombia,A proposito de una artículo de locuciones,5,05/01/07,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,7,145-151,Transferencias: texto sobre autor extrajero
Trofeos,108,"Fernández García, Alejandro",Creador,NA,Venezuela,"De El cojo Ilustrado, correspondienre al 15 de Octubre último",5,05/01/07,No,NA,Español,NA,Prosa No ficción,NA,NA,NA,0.5,152,Transferencias: comentario de otra revista sobre Trofeos
